transaction_id,obligor_id,facility_id,transaction_type,amount,currency,transaction_date,value_date,status,reference_number,description,created_by,approved_by
TXN-003622,OBL-00311,FAC-0041,Interest Payment,82325525.19,USD,2022-04-30,2022-05-03,Failed,REF-24328712,Waiver processed under FAC-0041,K. Brown,C. Davis
TXN-003623,OBL-00125,FAC-0073,Interest Payment,632300834.98,USD,2023-02-06,2023-02-09,Pending,REF-79886287,Waiver processed under FAC-0073,M. Chen,D. Lee
TXN-003624,OBL-00292,FAC-0100,Rollover,31518712.1,USD,2023-02-14,2023-02-15,Completed,REF-51631635,Repayment processed under FAC-0100,M. Chen,D. Lee
TXN-003625,OBL-00053,FAC-0044,Syndication,893216.68,USD,2022-09-08,2022-09-09,Cancelled,REF-35798812,Rollover processed under FAC-0044,J. Thompson,C. Davis
TXN-003626,OBL-00191,FAC-0023,Participation,12837570.03,USD,2022-12-22,2022-12-23,Completed,REF-77358487,Fee Payment processed under FAC-0023,K. Brown,C. Davis
TXN-003627,OBL-00476,FAC-0098,Fee Payment,216188574.1,USD,2020-09-10,2020-09-13,Failed,REF-62971145,Syndication processed under FAC-0098,R. Williams,K. Brown
TXN-003628,OBL-00024,FAC-0010,Waiver,86378339.05,USD,2022-03-28,2022-03-31,Failed,REF-57744794,Assignment processed under FAC-0010,M. Chen,R. Williams
TXN-003629,OBL-00149,FAC-0030,Assignment,39051102.31,USD,2020-07-24,2020-07-24,Pending,REF-98441401,Interest Payment processed under FAC-0030,R. Williams,J. Thompson
TXN-003630,OBL-00151,FAC-0048,Participation,15966761.39,USD,2020-03-21,2020-03-22,Cancelled,REF-92523831,Participation processed under FAC-0048,C. Davis,A. Rodriguez
TXN-003631,OBL-00014,FAC-0036,Participation,247266513.43,USD,2023-07-10,2023-07-12,Pending,REF-30300250,Fee Payment processed under FAC-0036,R. Williams,D. Lee
TXN-003632,OBL-00258,FAC-0088,Interest Payment,325115395.93,USD,2021-08-20,2021-08-22,Completed,REF-80651527,Drawdown processed under FAC-0088,S. Patel,L. Johnson
TXN-003633,OBL-00482,FAC-0021,Repayment,430037269.33,USD,2020-08-21,2020-08-21,Completed,REF-17954708,Assignment processed under FAC-0021,L. Johnson,P. Wilson
TXN-003634,OBL-00126,FAC-0086,Participation,283110647.56,USD,2020-08-27,2020-08-30,Cancelled,REF-25956147,Syndication processed under FAC-0086,A. Rodriguez,A. Rodriguez
TXN-003635,OBL-00176,FAC-0038,Syndication,287504197.65,USD,2023-07-24,2023-07-26,Completed,REF-40998638,Amendment processed under FAC-0038,J. Thompson,L. Johnson
TXN-003636,OBL-00226,FAC-0029,Drawdown,27450537.56,USD,2023-09-20,2023-09-22,Completed,REF-55058925,Participation processed under FAC-0029,L. Johnson,J. Thompson
TXN-003637,OBL-00486,FAC-0060,Assignment,76870248.21,USD,2023-08-05,2023-08-06,Completed,REF-64510880,Rollover processed under FAC-0060,P. Wilson,J. Thompson
TXN-003638,OBL-00475,FAC-0086,Amendment,49857564.07,USD,2023-08-25,2023-08-28,Failed,REF-42480170,Waiver processed under FAC-0086,K. Brown,R. Williams
TXN-003639,OBL-00379,FAC-0097,Fee Payment,32470683.92,USD,2023-11-26,2023-11-26,Cancelled,REF-62847086,Fee Payment processed under FAC-0097,C. Davis,M. Chen
TXN-003640,OBL-00207,FAC-0009,Interest Payment,8548403.19,USD,2021-08-22,2021-08-25,Completed,REF-58696871,Waiver processed under FAC-0009,C. Davis,A. Rodriguez
TXN-003641,OBL-00249,FAC-0007,Repayment,103903994.03,USD,2020-03-19,2020-03-20,Completed,REF-96278155,Interest Payment processed under FAC-0007,L. Johnson,L. Johnson
TXN-003642,OBL-00332,FAC-0076,Fee Payment,13509193.64,USD,2023-07-26,2023-07-29,Cancelled,REF-91533050,Drawdown processed under FAC-0076,J. Thompson,J. Thompson
TXN-003643,OBL-00134,FAC-0052,Participation,1222130.05,USD,2022-01-01,2022-01-02,Completed,REF-46671667,Participation processed under FAC-0052,C. Davis,K. Brown
TXN-003644,OBL-00254,FAC-0067,Repayment,103207191.24,USD,2023-07-18,2023-07-19,Completed,REF-11375138,Rollover processed under FAC-0067,K. Brown,A. Rodriguez
TXN-003645,OBL-00379,FAC-0097,Participation,19925196.49,USD,2022-06-15,2022-06-15,Pending,REF-38287293,Repayment processed under FAC-0097,D. Lee,J. Thompson
TXN-003646,OBL-00488,FAC-0035,Syndication,348270925.75,USD,2023-04-23,2023-04-23,Failed,REF-85289508,Repayment processed under FAC-0035,M. Chen,J. Thompson
TXN-003647,OBL-00118,FAC-0060,Repayment,179119027.11,USD,2023-07-07,2023-07-09,Cancelled,REF-34244164,Participation processed under FAC-0060,A. Rodriguez,R. Williams
TXN-003648,OBL-00028,FAC-0044,Amendment,47082987.3,USD,2020-07-26,2020-07-29,Pending,REF-61681244,Interest Payment processed under FAC-0044,R. Williams,D. Lee
TXN-003649,OBL-00119,FAC-0013,Fee Payment,406402031.81,USD,2020-08-16,2020-08-17,Pending,REF-24496185,Interest Payment processed under FAC-0013,D. Lee,K. Brown
TXN-003650,OBL-00304,FAC-0056,Interest Payment,56705235.66,USD,2022-10-22,2022-10-25,Failed,REF-57601034,Assignment processed under FAC-0056,P. Wilson,L. Johnson
TXN-003651,OBL-00251,FAC-0096,Drawdown,4815923.33,USD,2021-07-27,2021-07-29,Cancelled,REF-85708054,Participation processed under FAC-0096,P. Wilson,D. Lee
TXN-003652,OBL-00062,FAC-0065,Repayment,10576949.48,USD,2022-08-12,2022-08-13,Completed,REF-76576813,Repayment processed under FAC-0065,K. Brown,J. Thompson
TXN-003653,OBL-00458,FAC-0041,Repayment,139770183.15,USD,2021-07-22,2021-07-23,Completed,REF-43886468,Assignment processed under FAC-0041,A. Rodriguez,K. Brown
TXN-003654,OBL-00171,FAC-0091,Repayment,136985177.17,USD,2020-03-16,2020-03-18,Completed,REF-34877950,Syndication processed under FAC-0091,L. Johnson,L. Johnson
TXN-003655,OBL-00496,FAC-0064,Syndication,132580117.04,USD,2021-12-07,2021-12-08,Cancelled,REF-90003060,Amendment processed under FAC-0064,R. Williams,L. Johnson
TXN-003656,OBL-00045,FAC-0044,Assignment,191492745.83,USD,2023-09-13,2023-09-13,Failed,REF-15977606,Amendment processed under FAC-0044,P. Wilson,C. Davis
TXN-003657,OBL-00249,FAC-0007,Fee Payment,9229932.53,USD,2022-05-27,2022-05-28,Failed,REF-35814466,Assignment processed under FAC-0007,M. Chen,P. Wilson
TXN-003658,OBL-00201,FAC-0022,Interest Payment,55223051.32,USD,2021-10-28,2021-10-29,Pending,REF-99941632,Syndication processed under FAC-0022,J. Thompson,D. Lee
TXN-003659,OBL-00145,FAC-0089,Amendment,14188592.51,USD,2023-09-13,2023-09-13,Completed,REF-10456602,Interest Payment processed under FAC-0089,K. Brown,A. Rodriguez
TXN-003660,OBL-00098,FAC-0003,Waiver,245813789.01,USD,2021-12-22,2021-12-23,Completed,REF-55833553,Syndication processed under FAC-0003,A. Rodriguez,C. Davis
TXN-003661,OBL-00102,FAC-0006,Repayment,97180815.77,USD,2020-10-20,2020-10-23,Completed,REF-81586696,Amendment processed under FAC-0006,A. Rodriguez,R. Williams
TXN-003662,OBL-00177,FAC-0037,Waiver,30922504.92,USD,2020-05-28,2020-05-28,Completed,REF-27787071,Waiver processed under FAC-0037,S. Patel,D. Lee
TXN-003663,OBL-00174,FAC-0009,Participation,23777609.48,USD,2020-01-14,2020-01-16,Failed,REF-95713144,Drawdown processed under FAC-0009,C. Davis,L. Johnson
TXN-003664,OBL-00332,FAC-0076,Assignment,23455774.02,USD,2022-12-12,2022-12-13,Completed,REF-73191457,Repayment processed under FAC-0076,S. Patel,K. Brown
TXN-003665,OBL-00097,FAC-0037,Interest Payment,1933293.26,USD,2021-02-24,2021-02-26,Cancelled,REF-92987255,Fee Payment processed under FAC-0037,D. Lee,C. Davis
TXN-003666,OBL-00480,FAC-0014,Assignment,47764027.06,USD,2020-08-03,2020-08-04,Completed,REF-70572729,Fee Payment processed under FAC-0014,M. Chen,S. Patel
TXN-003667,OBL-00450,FAC-0026,Syndication,141660463.97,USD,2022-04-18,2022-04-19,Pending,REF-49113784,Syndication processed under FAC-0026,P. Wilson,R. Williams
TXN-003668,OBL-00467,FAC-0008,Amendment,77275393.29,USD,2022-11-03,2022-11-03,Pending,REF-82132414,Assignment processed under FAC-0008,D. Lee,L. Johnson
TXN-003669,OBL-00299,FAC-0059,Amendment,87417855.39,USD,2023-11-05,2023-11-06,Completed,REF-91483182,Rollover processed under FAC-0059,M. Chen,A. Rodriguez
TXN-003670,OBL-00104,FAC-0064,Assignment,106976642.48,USD,2022-05-04,2022-05-07,Completed,REF-64128162,Syndication processed under FAC-0064,C. Davis,L. Johnson
TXN-003671,OBL-00364,FAC-0055,Waiver,62254085.7,USD,2023-05-21,2023-05-21,Completed,REF-64269287,Syndication processed under FAC-0055,D. Lee,C. Davis
TXN-003672,OBL-00108,FAC-0004,Repayment,13869331.91,USD,2024-04-12,2024-04-13,Pending,REF-26568150,Fee Payment processed under FAC-0004,A. Rodriguez,D. Lee
TXN-003673,OBL-00231,FAC-0007,Amendment,218799194.04,USD,2023-05-07,2023-05-07,Completed,REF-37832994,Participation processed under FAC-0007,C. Davis,M. Chen
TXN-003674,OBL-00097,FAC-0037,Repayment,38582162.94,USD,2021-02-12,2021-02-12,Failed,REF-12110462,Repayment processed under FAC-0037,K. Brown,K. Brown
TXN-003675,OBL-00144,FAC-0068,Syndication,27946976.07,USD,2023-01-12,2023-01-12,Completed,REF-82174992,Drawdown processed under FAC-0068,A. Rodriguez,P. Wilson
TXN-003676,OBL-00114,FAC-0053,Repayment,44213222.66,USD,2022-10-22,2022-10-24,Completed,REF-57460921,Amendment processed under FAC-0053,M. Chen,P. Wilson
TXN-003677,OBL-00248,FAC-0051,Fee Payment,241583824.39,USD,2023-01-19,2023-01-19,Completed,REF-21621450,Waiver processed under FAC-0051,P. Wilson,A. Rodriguez
TXN-003678,OBL-00012,FAC-0092,Drawdown,372668719.36,USD,2023-10-11,2023-10-14,Failed,REF-66403530,Interest Payment processed under FAC-0092,M. Chen,K. Brown
TXN-003679,OBL-00181,FAC-0096,Interest Payment,245167029.34,USD,2020-05-02,2020-05-04,Pending,REF-97647044,Interest Payment processed under FAC-0096,S. Patel,L. Johnson
TXN-003680,OBL-00442,FAC-0094,Waiver,19493872.22,USD,2022-10-09,2022-10-10,Completed,REF-95674926,Participation processed under FAC-0094,S. Patel,K. Brown
TXN-003681,OBL-00493,FAC-0089,Fee Payment,5938674.27,USD,2023-08-06,2023-08-06,Completed,REF-15786404,Syndication processed under FAC-0089,S. Patel,A. Rodriguez
TXN-003682,OBL-00031,FAC-0012,Waiver,2854727.87,USD,2022-12-20,2022-12-22,Pending,REF-92349233,Rollover processed under FAC-0012,D. Lee,J. Thompson
TXN-003683,OBL-00203,FAC-0049,Rollover,2500388.1,USD,2020-10-05,2020-10-05,Pending,REF-96243916,Waiver processed under FAC-0049,S. Patel,K. Brown
TXN-003684,OBL-00272,FAC-0039,Drawdown,111818591.27,USD,2022-03-21,2022-03-24,Failed,REF-38779476,Syndication processed under FAC-0039,C. Davis,A. Rodriguez
TXN-003685,OBL-00391,FAC-0024,Drawdown,66483698.44,USD,2022-03-12,2022-03-13,Pending,REF-40337961,Assignment processed under FAC-0024,M. Chen,J. Thompson
TXN-003686,OBL-00270,FAC-0021,Amendment,6258001.23,USD,2023-11-05,2023-11-08,Completed,REF-87653536,Drawdown processed under FAC-0021,M. Chen,P. Wilson
TXN-003687,OBL-00006,FAC-0050,Drawdown,17147484.65,USD,2023-05-19,2023-05-20,Completed,REF-99249717,Syndication processed under FAC-0050,S. Patel,K. Brown
TXN-003688,OBL-00408,FAC-0045,Interest Payment,723963.01,USD,2020-03-22,2020-03-25,Cancelled,REF-48191019,Assignment processed under FAC-0045,L. Johnson,C. Davis
TXN-003689,OBL-00423,FAC-0043,Participation,215737521.54,USD,2021-10-30,2021-11-02,Failed,REF-92684135,Interest Payment processed under FAC-0043,A. Rodriguez,M. Chen
TXN-003690,OBL-00087,FAC-0075,Waiver,465983056.8,USD,2022-08-03,2022-08-04,Completed,REF-30491843,Rollover processed under FAC-0075,M. Chen,S. Patel
TXN-003691,OBL-00070,FAC-0072,Interest Payment,453593495.83,USD,2023-03-23,2023-03-26,Completed,REF-44349296,Drawdown processed under FAC-0072,A. Rodriguez,L. Johnson
TXN-003692,OBL-00304,FAC-0056,Amendment,79116205.28,USD,2023-10-05,2023-10-06,Pending,REF-59369046,Amendment processed under FAC-0056,M. Chen,A. Rodriguez
TXN-003693,OBL-00260,FAC-0064,Waiver,257409727.44,USD,2023-01-04,2023-01-07,Failed,REF-46005989,Assignment processed under FAC-0064,C. Davis,J. Thompson
TXN-003694,OBL-00030,FAC-0096,Amendment,477904222.26,USD,2022-08-31,2022-09-01,Pending,REF-39082985,Syndication processed under FAC-0096,K. Brown,P. Wilson
TXN-003695,OBL-00428,FAC-0083,Waiver,6807981.85,USD,2022-12-07,2022-12-08,Completed,REF-95701390,Waiver processed under FAC-0083,J. Thompson,L. Johnson
TXN-003696,OBL-00426,FAC-0099,Waiver,156286523.97,USD,2021-11-19,2021-11-20,Completed,REF-11826832,Assignment processed under FAC-0099,D. Lee,J. Thompson
TXN-003697,OBL-00316,FAC-0061,Repayment,29901829.61,USD,2023-04-05,2023-04-05,Pending,REF-29436140,Repayment processed under FAC-0061,A. Rodriguez,M. Chen
TXN-003698,OBL-00393,FAC-0024,Fee Payment,155546249.3,USD,2022-01-12,2022-01-12,Completed,REF-24762780,Waiver processed under FAC-0024,K. Brown,P. Wilson
TXN-003699,OBL-00216,FAC-0056,Repayment,11165701.35,USD,2021-06-25,2021-06-25,Completed,REF-64452866,Drawdown processed under FAC-0056,A. Rodriguez,P. Wilson
TXN-003700,OBL-00347,FAC-0080,Drawdown,33958722.96,USD,2021-02-13,2021-02-14,Pending,REF-32331292,Interest Payment processed under FAC-0080,K. Brown,J. Thompson
TXN-003701,OBL-00352,FAC-0002,Syndication,1072599.53,USD,2023-03-07,2023-03-08,Cancelled,REF-47088057,Interest Payment processed under FAC-0002,K. Brown,K. Brown
TXN-003702,OBL-00429,FAC-0085,Repayment,70514172.72,USD,2021-04-09,2021-04-10,Completed,REF-17044401,Participation processed under FAC-0085,S. Patel,M. Chen
TXN-003703,OBL-00054,FAC-0084,Assignment,48069936.56,USD,2020-01-16,2020-01-16,Completed,REF-90807852,Rollover processed under FAC-0084,L. Johnson,R. Williams
TXN-003704,OBL-00239,FAC-0018,Repayment,574732.12,USD,2024-02-21,2024-02-23,Failed,REF-99372587,Rollover processed under FAC-0018,R. Williams,J. Thompson
TXN-003705,OBL-00284,FAC-0016,Waiver,331154.28,USD,2020-05-30,2020-05-30,Pending,REF-69186807,Fee Payment processed under FAC-0016,R. Williams,S. Patel
TXN-003706,OBL-00411,FAC-0051,Waiver,52687095.95,USD,2022-05-04,2022-05-05,Completed,REF-73329640,Syndication processed under FAC-0051,M. Chen,R. Williams
TXN-003707,OBL-00094,FAC-0070,Drawdown,10785832.26,USD,2021-06-24,2021-06-24,Completed,REF-34926888,Participation processed under FAC-0070,K. Brown,D. Lee
TXN-003708,OBL-00051,FAC-0052,Syndication,8970007.57,USD,2020-04-21,2020-04-24,Completed,REF-32619920,Amendment processed under FAC-0052,P. Wilson,S. Patel
TXN-003709,OBL-00496,FAC-0064,Assignment,195378029.66,USD,2021-01-30,2021-02-01,Pending,REF-48594110,Repayment processed under FAC-0064,L. Johnson,P. Wilson
TXN-003710,OBL-00023,FAC-0024,Waiver,17640812.14,USD,2022-01-22,2022-01-25,Completed,REF-30288193,Interest Payment processed under FAC-0024,D. Lee,P. Wilson
TXN-003711,OBL-00477,FAC-0079,Waiver,166931793.74,USD,2023-06-19,2023-06-22,Completed,REF-62850260,Repayment processed under FAC-0079,R. Williams,C. Davis
TXN-003712,OBL-00238,FAC-0004,Participation,123181094.47,USD,2022-12-06,2022-12-06,Completed,REF-23238397,Assignment processed under FAC-0004,A. Rodriguez,R. Williams
TXN-003713,OBL-00444,FAC-0019,Interest Payment,38112116.38,USD,2020-08-20,2020-08-20,Cancelled,REF-45311929,Repayment processed under FAC-0019,S. Patel,L. Johnson
TXN-003714,OBL-00360,FAC-0088,Amendment,603598725.95,USD,2022-10-22,2022-10-24,Pending,REF-69002170,Fee Payment processed under FAC-0088,A. Rodriguez,M. Chen
TXN-003715,OBL-00228,FAC-0068,Amendment,170933016.03,USD,2020-06-01,2020-06-04,Completed,REF-86955662,Drawdown processed under FAC-0068,K. Brown,K. Brown
TXN-003716,OBL-00306,FAC-0054,Waiver,215465452.21,USD,2021-10-19,2021-10-21,Cancelled,REF-17181290,Participation processed under FAC-0054,R. Williams,D. Lee
TXN-003717,OBL-00380,FAC-0062,Repayment,17107697.26,USD,2020-01-11,2020-01-12,Cancelled,REF-22181808,Assignment processed under FAC-0062,K. Brown,A. Rodriguez
TXN-003718,OBL-00237,FAC-0004,Drawdown,31371062.52,USD,2020-02-29,2020-03-03,Completed,REF-23895390,Interest Payment processed under FAC-0004,D. Lee,M. Chen
TXN-003719,OBL-00273,FAC-0014,Participation,18727265.67,USD,2021-03-29,2021-03-29,Cancelled,REF-97238441,Repayment processed under FAC-0014,D. Lee,S. Patel
TXN-003720,OBL-00016,FAC-0004,Syndication,238700999.6,USD,2021-05-15,2021-05-17,Completed,REF-66625181,Amendment processed under FAC-0004,J. Thompson,J. Thompson
TXN-003721,OBL-00033,FAC-0074,Waiver,195508599.89,USD,2023-03-12,2023-03-12,Completed,REF-27432227,Syndication processed under FAC-0074,J. Thompson,D. Lee
TXN-003722,OBL-00284,FAC-0016,Syndication,4257689.07,USD,2020-10-31,2020-11-02,Completed,REF-37618698,Amendment processed under FAC-0016,S. Patel,L. Johnson
TXN-003723,OBL-00492,FAC-0090,Amendment,194315592.91,USD,2023-09-15,2023-09-15,Pending,REF-52560929,Amendment processed under FAC-0090,K. Brown,K. Brown
TXN-003724,OBL-00074,FAC-0011,Drawdown,91950247.2,USD,2021-07-16,2021-07-17,Cancelled,REF-67100086,Amendment processed under FAC-0011,S. Patel,A. Rodriguez
TXN-003725,OBL-00408,FAC-0045,Amendment,90391010.34,USD,2020-06-11,2020-06-14,Pending,REF-17357031,Fee Payment processed under FAC-0045,C. Davis,P. Wilson
TXN-003726,OBL-00415,FAC-0075,Waiver,275364188.07,USD,2021-12-13,2021-12-13,Failed,REF-29972669,Fee Payment processed under FAC-0075,L. Johnson,K. Brown
TXN-003727,OBL-00201,FAC-0022,Assignment,11430394.81,USD,2021-10-14,2021-10-15,Completed,REF-67000670,Amendment processed under FAC-0022,R. Williams,M. Chen
TXN-003728,OBL-00390,FAC-0067,Amendment,71699400.6,USD,2021-04-23,2021-04-23,Failed,REF-52207890,Drawdown processed under FAC-0067,K. Brown,J. Thompson
TXN-003729,OBL-00399,FAC-0061,Fee Payment,10229654.76,USD,2021-10-24,2021-10-26,Pending,REF-97679658,Repayment processed under FAC-0061,M. Chen,L. Johnson
TXN-003730,OBL-00329,FAC-0011,Drawdown,144669766.38,USD,2022-05-20,2022-05-21,Pending,REF-82923432,Rollover processed under FAC-0011,J. Thompson,D. Lee
TXN-003731,OBL-00275,FAC-0082,Syndication,131382812.19,USD,2022-05-27,2022-05-29,Completed,REF-24962039,Participation processed under FAC-0082,C. Davis,M. Chen
TXN-003732,OBL-00008,FAC-0093,Waiver,75229843.96,USD,2021-07-15,2021-07-15,Cancelled,REF-47354141,Amendment processed under FAC-0093,D. Lee,L. Johnson
TXN-003733,OBL-00429,FAC-0085,Fee Payment,143534906.98,USD,2022-10-17,2022-10-18,Completed,REF-97830963,Rollover processed under FAC-0085,D. Lee,M. Chen
TXN-003734,OBL-00222,FAC-0059,Syndication,2223595.48,USD,2024-04-03,2024-04-06,Failed,REF-58352054,Interest Payment processed under FAC-0059,R. Williams,M. Chen
TXN-003735,OBL-00040,FAC-0006,Waiver,302405411.9,USD,2023-09-25,2023-09-28,Completed,REF-44106480,Drawdown processed under FAC-0006,P. Wilson,M. Chen
TXN-003736,OBL-00243,FAC-0080,Repayment,586102178.8,USD,2020-02-07,2020-02-07,Failed,REF-53952804,Rollover processed under FAC-0080,K. Brown,C. Davis
TXN-003737,OBL-00294,FAC-0062,Drawdown,109261143.79,USD,2023-11-27,2023-11-30,Cancelled,REF-93235590,Waiver processed under FAC-0062,S. Patel,P. Wilson
TXN-003738,OBL-00011,FAC-0004,Waiver,4924182.26,USD,2021-11-01,2021-11-03,Pending,REF-86573538,Interest Payment processed under FAC-0004,C. Davis,A. Rodriguez
TXN-003739,OBL-00272,FAC-0039,Syndication,87502887.03,USD,2021-06-30,2021-07-03,Pending,REF-77823771,Drawdown processed under FAC-0039,K. Brown,M. Chen
TXN-003740,OBL-00380,FAC-0062,Syndication,19385032.96,USD,2023-05-26,2023-05-27,Cancelled,REF-22730453,Repayment processed under FAC-0062,P. Wilson,R. Williams
TXN-003741,OBL-00442,FAC-0094,Syndication,109482991.11,USD,2021-07-05,2021-07-05,Completed,REF-75493921,Participation processed under FAC-0094,P. Wilson,J. Thompson
TXN-003742,OBL-00262,FAC-0022,Fee Payment,199326359.02,USD,2022-12-27,2022-12-27,Completed,REF-26473634,Interest Payment processed under FAC-0022,A. Rodriguez,D. Lee
TXN-003743,OBL-00480,FAC-0014,Participation,190045814.11,USD,2023-04-08,2023-04-10,Completed,REF-31500409,Fee Payment processed under FAC-0014,M. Chen,A. Rodriguez
TXN-003744,OBL-00095,FAC-0005,Interest Payment,177809447.06,USD,2021-11-05,2021-11-08,Completed,REF-10309930,Fee Payment processed under FAC-0005,C. Davis,R. Williams
TXN-003745,OBL-00483,FAC-0099,Interest Payment,56402893.81,USD,2024-03-29,2024-04-01,Cancelled,REF-71806411,Repayment processed under FAC-0099,L. Johnson,A. Rodriguez
TXN-003746,OBL-00098,FAC-0003,Assignment,432411305.48,USD,2021-07-25,2021-07-26,Completed,REF-29323861,Fee Payment processed under FAC-0003,R. Williams,D. Lee
TXN-003747,OBL-00120,FAC-0084,Interest Payment,16097536.54,USD,2023-12-03,2023-12-06,Completed,REF-51542870,Interest Payment processed under FAC-0084,J. Thompson,P. Wilson
TXN-003748,OBL-00130,FAC-0028,Fee Payment,310877793.17,USD,2021-01-14,2021-01-14,Pending,REF-45017942,Repayment processed under FAC-0028,R. Williams,C. Davis
TXN-003749,OBL-00234,FAC-0071,Drawdown,83856025.51,USD,2020-05-14,2020-05-16,Cancelled,REF-54196074,Rollover processed under FAC-0071,S. Patel,R. Williams
TXN-003750,OBL-00116,FAC-0092,Rollover,52254503.86,USD,2023-08-05,2023-08-05,Completed,REF-58169932,Participation processed under FAC-0092,D. Lee,D. Lee
TXN-003751,OBL-00312,FAC-0004,Interest Payment,26200992.74,USD,2024-06-27,2024-06-28,Pending,REF-38300551,Assignment processed under FAC-0004,P. Wilson,R. Williams
TXN-003752,OBL-00233,FAC-0013,Repayment,158913383.01,USD,2020-11-01,2020-11-02,Pending,REF-19588861,Interest Payment processed under FAC-0013,P. Wilson,S. Patel
TXN-003753,OBL-00044,FAC-0085,Repayment,94242758.92,USD,2021-05-05,2021-05-07,Completed,REF-97993516,Fee Payment processed under FAC-0085,J. Thompson,A. Rodriguez
TXN-003754,OBL-00016,FAC-0004,Drawdown,95320077.44,USD,2022-08-31,2022-09-02,Completed,REF-44914574,Syndication processed under FAC-0004,P. Wilson,L. Johnson
TXN-003755,OBL-00489,FAC-0010,Repayment,44694724.66,USD,2022-12-11,2022-12-13,Completed,REF-38337282,Interest Payment processed under FAC-0010,S. Patel,S. Patel
TXN-003756,OBL-00117,FAC-0043,Fee Payment,268322489.65,USD,2020-12-14,2020-12-14,Failed,REF-53185111,Assignment processed under FAC-0043,J. Thompson,P. Wilson
TXN-003757,OBL-00156,FAC-0051,Drawdown,7283219.88,USD,2021-02-28,2021-02-28,Failed,REF-57413518,Participation processed under FAC-0051,D. Lee,C. Davis
TXN-003758,OBL-00106,FAC-0013,Repayment,62892886.36,USD,2022-09-09,2022-09-10,Pending,REF-84342276,Interest Payment processed under FAC-0013,S. Patel,K. Brown
TXN-003759,OBL-00333,FAC-0078,Rollover,113290843.13,USD,2020-04-20,2020-04-20,Completed,REF-69911205,Repayment processed under FAC-0078,R. Williams,A. Rodriguez
TXN-003760,OBL-00320,FAC-0065,Participation,382121503.64,USD,2021-04-19,2021-04-19,Completed,REF-46232995,Rollover processed under FAC-0065,C. Davis,C. Davis
TXN-003761,OBL-00403,FAC-0088,Fee Payment,249049652.53,USD,2024-05-01,2024-05-02,Pending,REF-95624119,Amendment processed under FAC-0088,D. Lee,M. Chen
TXN-003762,OBL-00279,FAC-0014,Fee Payment,49709505.68,USD,2020-09-09,2020-09-09,Pending,REF-18214135,Amendment processed under FAC-0014,P. Wilson,L. Johnson
TXN-003763,OBL-00203,FAC-0049,Waiver,56444602.93,USD,2020-12-12,2020-12-14,Completed,REF-14184039,Assignment processed under FAC-0049,D. Lee,J. Thompson
TXN-003764,OBL-00008,FAC-0093,Waiver,99317339.86,USD,2021-10-19,2021-10-20,Cancelled,REF-78143074,Participation processed under FAC-0093,S. Patel,M. Chen
TXN-003765,OBL-00470,FAC-0041,Participation,125385963.58,USD,2021-06-24,2021-06-24,Completed,REF-99623823,Participation processed under FAC-0041,S. Patel,P. Wilson
TXN-003766,OBL-00334,FAC-0082,Waiver,41690023.64,USD,2024-03-07,2024-03-08,Completed,REF-28291385,Participation processed under FAC-0082,L. Johnson,D. Lee
TXN-003767,OBL-00247,FAC-0071,Participation,291270727.46,USD,2023-04-26,2023-04-27,Pending,REF-57527398,Fee Payment processed under FAC-0071,D. Lee,A. Rodriguez
TXN-003768,OBL-00191,FAC-0023,Fee Payment,38607171.46,USD,2022-05-22,2022-05-24,Completed,REF-14472238,Assignment processed under FAC-0023,J. Thompson,K. Brown
TXN-003769,OBL-00211,FAC-0040,Syndication,11017672.29,USD,2022-05-02,2022-05-05,Completed,REF-41263063,Repayment processed under FAC-0040,A. Rodriguez,P. Wilson
TXN-003770,OBL-00404,FAC-0009,Repayment,10742791.57,USD,2020-05-21,2020-05-24,Failed,REF-54612538,Waiver processed under FAC-0009,M. Chen,J. Thompson
TXN-003771,OBL-00305,FAC-0005,Repayment,93207909.78,USD,2021-05-16,2021-05-19,Completed,REF-44310566,Drawdown processed under FAC-0005,M. Chen,D. Lee
TXN-003772,OBL-00253,FAC-0044,Drawdown,404913289.21,USD,2023-06-29,2023-06-29,Completed,REF-75182224,Rollover processed under FAC-0044,M. Chen,J. Thompson
TXN-003773,OBL-00213,FAC-0016,Drawdown,53130847.0,USD,2020-07-18,2020-07-19,Completed,REF-59803992,Participation processed under FAC-0016,S. Patel,J. Thompson
TXN-003774,OBL-00245,FAC-0078,Amendment,49444121.04,USD,2020-10-21,2020-10-21,Pending,REF-50073227,Interest Payment processed under FAC-0078,L. Johnson,K. Brown
TXN-003775,OBL-00287,FAC-0047,Waiver,164745206.36,USD,2021-07-06,2021-07-09,Completed,REF-18136260,Syndication processed under FAC-0047,R. Williams,S. Patel
TXN-003776,OBL-00295,FAC-0027,Fee Payment,7350646.3,USD,2023-09-14,2023-09-14,Pending,REF-69211131,Rollover processed under FAC-0027,A. Rodriguez,S. Patel
TXN-003777,OBL-00013,FAC-0003,Drawdown,795967592.98,USD,2022-07-11,2022-07-12,Failed,REF-56383454,Assignment processed under FAC-0003,C. Davis,P. Wilson
TXN-003778,OBL-00012,FAC-0092,Waiver,334399347.12,USD,2021-04-24,2021-04-26,Completed,REF-82089621,Repayment processed under FAC-0092,P. Wilson,P. Wilson
